Event	Latitude	Longitude	Country	State	County	Status	Cancellations	Website
Boksburg parkrun	-26.235059	28.275415	South Africa	Gauteng	Ekurhuleni Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/boksburg
Bolberry Down parkrun	50.23197	-3.842329	United Kingdom	England	Devon	parkrunning	[]	https://www.parkrun.org.uk/bolberrydown
Bolton parkrun	53.574715	-2.395615	United Kingdom	England	Bolton	parkrunning	[]	https://www.parkrun.org.uk/bolton
Borrisokane Town parkrun	52.998198	-8.132919	Ireland	Munster	Tipperary	parkrunning	[]	https://www.parkrun.ie/borrisokanetown
Bosmont Stadium parkrun	-26.194801	27.954446	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/bosmontstadium
Boston Road Rec junior parkrun	52.997065	-0.40055	United Kingdom	England	Lincolnshire	junior Cancellation	[{'DateCancelled': '2022-05-15', 'ReasonCancelled': 'Fun Fair on the recreation ground'}]	https://www.parkrun.org.uk/bostonroadrec-juniors
Boston parkrun	52.990156	-0.038556	United Kingdom	England	Lincolnshire	parkrunning	[]	https://www.parkrun.org.uk/boston
Botanical Garden parkrun	-25.738299	28.273752	South Africa	Gauteng	City of Tshwane Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/botanicalgarden
Bourke Racecourse parkrun	-30.09756	145.92572	Australia	New South Wales	Bourke	parkrunning	[]	https://www.parkrun.com.au/bourkeracecourse
Bournemouth parkrun	50.73362	-1.832732	United Kingdom	England	Bournemouth, Christchurch and Poole Council	parkrunning	[]	https://www.parkrun.org.uk/bournemouth
Bowen parkrun	-19.985467	148.257052	Australia	Queensland	Whitsunday	parkrunning	[]	https://www.parkrun.com.au/bowen
Bower Park parkrun	54.761523	-3.331244	United Kingdom	England	Cumbria	parkrunning	[]	https://www.parkrun.org.uk/bowerpark
Bowling Park parkrun	53.778303	-1.739889	United Kingdom	England	Bradford	parkrunning	[]	https://www.parkrun.org.uk/bowlingpark
Brabrand parkrun	56.165699	10.141282	Denmark	Central Jutland	Aarhus Kommune	parkrunning	[]	https://www.parkrun.dk/brabrand
Bracknell junior parkrun	51.389493	-0.778067	United Kingdom	England	Bracknell Forest	junior parkrunning	[]	https://www.parkrun.org.uk/bracknell-juniors
Bracknell parkrun	51.390248	-0.776844	United Kingdom	England	Bracknell Forest	parkrunning	[]	https://www.parkrun.org.uk/bracknell
Bradford parkrun	53.814575	-1.775102	United Kingdom	England	Bradford	parkrunning	[]	https://www.parkrun.org.uk/bradford
Braidwood Showground parkrun	-35.422759	149.791222	Australia	New South Wales	Queanbeyan-Palerang Regional	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'State Mounted Games. Course unusable.'}]	https://www.parkrun.com.au/braidwoodshowground
Brakpan parkrun	-26.228901	28.370649	South Africa	Gauteng	Ekurhuleni Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/brakpan
Bramhall parkrun	53.374268	-2.160702	United Kingdom	England	Stockport	parkrunning	[]	https://www.parkrun.org.uk/bramhall
Bramley junior parkrun	53.81364	-1.634046	United Kingdom	England	Leeds	junior parkrunning	[]	https://www.parkrun.org.uk/bramley-juniors
Bramley parkrun	53.813432	-1.633461	United Kingdom	England	Leeds	parkrunning	[]	https://www.parkrun.org.uk/bramley
Brandkop parkrun	-29.145325	26.168249	South Africa	Orange Free State	Mangaung Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/brandkop
Brandon Country Park parkrun	52.436339	0.625877	United Kingdom	England	Suffolk	parkrunning	[]	https://www.parkrun.org.uk/brandoncountrypark
Braunstone parkrun	52.626129	-1.178681	United Kingdom	England	Leicester	parkrunning	[]	https://www.parkrun.org.uk/braunstone
Bray junior parkrun	53.204793	-6.114437	Ireland	Leinster	Wicklow	junior parkrunning	[]	https://www.parkrun.ie/bray-juniors
Brayton Academy junior parkrun	53.774828	-1.084158	United Kingdom	England	North Yorkshire	junior parkrunning	[]	https://www.parkrun.org.uk/braytonacademy-juniors
Breakwater parkrun	44.222662	-76.495865	Canada	Ontario	Frontenac County	parkrunning	[]	https://www.parkrun.ca/breakwater
Breckland Leisure Centre junior parkrun	52.421826	0.747829	United Kingdom	England	Norfolk	junior parkrunning	[]	https://www.parkrun.org.uk/brecklandleisurecentre-juniors
Brecksville Reservation parkrun	41.319835	-81.616018	USA	Ohio	Cuyahoga	parkrunning	[]	https://www.parkrun.us/brecksvillereservation
Bredasdorp parkrun	-34.533186	20.028241	South Africa	Western Cape	Overberg District Municipality	parkrunning	[]	https://www.parkrun.co.za/bredasdorp
Breede Valley parkrun	-33.631633	19.436541	South Africa	Western Cape	Cape Winelands District Municipality	parkrunning	[]	https://www.parkrun.co.za/breedevalley
Brentwood parkrun	51.622582	0.266879	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/brentwood
Bressay parkrun	60.158081	-1.119683	United Kingdom	Scotland	Shetland Islands	parkrunning	[]	https://www.parkrun.org.uk/bressay
Brickfields parkrun	53.331707	-6.310669	Ireland	Leinster	Dublin	parkrunning	[]	https://www.parkrun.ie/brickfields
Bridgend junior parkrun	51.502567	-3.585036	United Kingdom	Wales	County Borough of Bridgend	junior parkrunning	[]	https://www.parkrun.org.uk/bridgend-juniors
Bridgetown parkrun	-33.960435	18.526226	South Africa	Western Cape	City of Cape Town	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'COVID-19 (Coronavirus)'}]	https://www.parkrun.co.za/bridgetown
Brierley Forest parkrun	53.131155	-1.295214	United Kingdom	England	Nottinghamshire	parkrunning	[]	https://www.parkrun.org.uk/brierleyforest
Brighouse junior parkrun	53.70627	-1.776459	United Kingdom	England	Calderdale	junior parkrunning	[]	https://www.parkrun.org.uk/brighouse-juniors
Brighouse parkrun	53.706086	-1.778156	United Kingdom	England	Calderdale	parkrunning	[]	https://www.parkrun.org.uk/brighouse
Bright parkrun	-36.743803	146.978	Australia	Victoria	Alpine	parkrunning	[]	https://www.parkrun.com.au/bright
Brighton & Hove parkrun	50.84214	-0.172498	United Kingdom	England	Brighton and Hove	parkrunning	[]	https://www.parkrun.org.uk/brighton
Brightwater parkrun	-26.708909	153.113665	Australia	Queensland	Sunshine Coast	parkrunning	[]	https://www.parkrun.com.au/brightwater
Brimbank parkrun	-37.727547	144.834123	Australia	Victoria	City of Brimbank	parkrunning	[]	https://www.parkrun.com.au/brimbank
Brixworth Country parkrun	52.318576	-0.895675	United Kingdom	England	Northamptonshire	parkrunning	[]	https://www.parkrun.org.uk/brixworthcountry
Broadbeach Waters parkrun	-28.018497	153.412292	Australia	Queensland	Gold Coast	parkrunning	[]	https://www.parkrun.com.au/broadbeachwaters
Broadmeadow junior parkrun	54.344072	-7.643103	United Kingdom	Northern Ireland	Fermanagh	junior parkrunning	[]	https://www.parkrun.org.uk/broadmeadow-juniors
Broadwater parkrun	51.197911	-0.598312	United Kingdom	England	Surrey	parkrunning	[]	https://www.parkrun.org.uk/broadwater
Brockenhurst parkrun	50.821804	-1.568052	United Kingdom	England	Hampshire	parkrunning	[]	https://www.parkrun.org.uk/brockenhurst
Brockwell junior parkrun	51.452603	-0.106505	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/brockwell-juniors
Brockwell parkrun, Herne Hill	51.452538	-0.105464	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/brockwell
Broken Hill Racecourse parkrun	-31.911528	141.483931	Australia	New South Wales	Broken Hill Municipality	parkrunning	[]	https://www.parkrun.com.au/brokenhillracecourse
Bromley junior parkrun	51.389329	0.026049	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/bromley-juniors
Bromley parkrun	51.386539	0.022874	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/bromley
Bromsgrove junior parkrun	52.334159	-2.072308	United Kingdom	England	Worcestershire	junior parkrunning	[]	https://www.parkrun.org.uk/bromsgrove-juniors
Bronberrik parkrun	-25.853883	28.171663	South Africa	Gauteng	City of Tshwane Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/bronberrik
Bronkhorstspruit parkrun	-25.859367	28.699269	South Africa	Gauteng	City of Tshwane Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/bronkhorstspruit
Brooklands parkrun	51.346969	-0.471408	United Kingdom	England	Surrey	parkrunning	[]	https://www.parkrun.org.uk/brooklands
Broparken parkrun	63.826124	20.249958	Sweden	Västerbotten	Umeå Kommun	parkrunning	[]	https://www.parkrun.se/broparken
Brueton parkrun	52.406754	-1.764593	United Kingdom	England	Solihull	parkrunning	[]	https://www.parkrun.org.uk/brueton
Brumby Wood Rec Ground junior parkrun	53.581186	-0.664778	United Kingdom	England	North Lincolnshire	junior parkrunning	[]	https://www.parkrun.org.uk/brumbywoodrecground-juniors
Brundall parkrun	52.624133	1.417369	United Kingdom	England	Norfolk	parkrunning	[]	https://www.parkrun.org.uk/brundall
Bryanston parkrun	-26.060239	28.04727	South Africa	Gauteng	City of Johannesburg Metropolitan Municipality	parkrunning	[]	https://www.parkrun.co.za/bryanston
Bryn Bach junior parkrun	51.783571	-3.267184	United Kingdom	Wales	Blaenau Gwent	junior parkrunning	[]	https://www.parkrun.org.uk/brynbach-juniors
Bryn Bach parkrun	51.781621	-3.269548	United Kingdom	Wales	Blaenau Gwent	parkrunning	[]	https://www.parkrun.org.uk/brynbach
Brynaman parkrun	51.806882	-3.871498	United Kingdom	Wales	Neath Port Talbot	parkrunning	[]	https://www.parkrun.org.uk/brynaman
Buckingham junior parkrun	51.997232	-0.975386	United Kingdom	England	Buckinghamshire	junior parkrunning	[]	https://www.parkrun.org.uk/buckingham-juniors
Buckingham parkrun	51.998987	-0.984462	United Kingdom	England	Buckinghamshire	parkrunning	[]	https://www.parkrun.org.uk/buckingham
Bude Marshes junior parkrun	50.826507	-4.546463	United Kingdom	England	Cornwall	junior parkrunning	[]	https://www.parkrun.org.uk/budemarshes-juniors
Bugasee parkrun, Kassel	51.292225	9.504789	Germany	Hesse	Regierungsbezirk Kassel	parkrunning	[]	https://www.parkrun.com.de/bugasee
Bunbury parkrun	-33.342966	115.633228	Australia	Western Australia	Bunbury	parkrunning	[]	https://www.parkrun.com.au/bunbury
Buncrana parkrun	55.132338	-7.462667	Ireland	Ulster	Donegal	parkrunning	[]	https://www.parkrun.ie/buncrana
Bundaberg parkrun	-24.86835	152.330781	Australia	Queensland	Bundaberg	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'park is fkooded and unsafe to run'}]	https://www.parkrun.com.au/bundaberg
Bunyaville parkrun	-27.377306	152.949138	Australia	Queensland	Moreton Bay	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Very wet weather, QPWS advised to team to cancel'}]	https://www.parkrun.com.au/bunyaville
Burgess junior parkrun	51.483207	-0.082664	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/burgess-juniors
Burgess junior parkrun, County Tipperary	52.855928	-8.261468	Ireland	Munster	Tipperary	junior parkrunning	[]	https://www.parkrun.ie/burgesscountytipperary-juniors
Burgess parkrun	51.484536	-0.081024	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/burgess
Burley Griffin parkrun	-35.292148	149.088585	Australia	Australian Capital Territory		parkrunning	[]	https://www.parkrun.com.au/burleygriffin
Burnage parkrun	53.407152	-2.209185	United Kingdom	England	Stockport	parkrunning	[]	https://www.parkrun.org.uk/burnage
Burnham Riverside junior parkrun	51.630328	0.804807	United Kingdom	England	Essex	junior parkrunning	[]	https://www.parkrun.org.uk/burnhamriverside-juniors
Burnham and Highbridge parkrun	51.226679	-2.990243	United Kingdom	England	Somerset	parkrunning	[]	https://www.parkrun.org.uk/burnhamandhighbridge
Burnham-on-Crouch parkrun	51.627409	0.810923	United Kingdom	England	Essex	parkrunning	[]	https://www.parkrun.org.uk/burnhamoncrouch
Burnie parkrun	-41.049194	145.905	Australia	Tasmania	Burnie	parkrunning	[]	https://www.parkrun.com.au/burnie
Burnley junior parkrun	53.777385	-2.219036	United Kingdom	England	Lancashire	junior parkrunning	[]	https://www.parkrun.org.uk/burnley-juniors
Burnley parkrun	53.77834	-2.221555	United Kingdom	England	Lancashire	parkrunning	[]	https://www.parkrun.org.uk/burnley
Burslem Park junior parkrun	53.048527	-2.189272	United Kingdom	England	Stoke-on-Trent	junior parkrunning	[]	https://www.parkrun.org.uk/burslempark-juniors
Burswood Peninsula parkrun	-31.95306	115.887561	Australia	Western Australia	Victoria Park	parkrunning	[]	https://www.parkrun.com.au/burswoodpeninsula
Bury Field parkrun	52.088015	-0.728725	United Kingdom	England	Milton Keynes	parkrunning	[]	https://www.parkrun.org.uk/buryfield
Bury St Edmunds junior parkrun	52.244457	0.734698	United Kingdom	England	Suffolk	junior parkrunning	[]	https://www.parkrun.org.uk/burystedmunds-juniors
Bury St Edmunds parkrun	52.224887	0.730183	United Kingdom	England	Suffolk	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'event in park requiring setting up'}]	https://www.parkrun.org.uk/burystedmunds
Bushy junior parkrun	51.420504	-0.332639	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/bushy-juniors
Bushy parkrun	51.410992	-0.335791	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/bushy
Bushy parkrun, Dublin	53.298951	-6.296455	Ireland	Leinster	Dublin	parkrunning	[]	https://www.parkrun.ie/bushydublin
Byxbee parkrun	37.451055	-122.105993	USA	California	Santa Clara	parkrunning	[]	https://www.parkrun.us/byxbee
Cabinteely parkrun	53.26137	-6.158811	Ireland	Leinster	Dublin	parkrunning	[]	https://www.parkrun.ie/cabinteely
Caffarella parkrun	41.866851	12.524093	Italy	Latium	Rome	parkrunning	[]	https://www.parkrun.it/caffarella
Cairns parkrun	-16.904574	145.763211	Australia	Queensland	Cairns	parkrunning	[]	https://www.parkrun.com.au/cairns
Calamvale parkrun	-27.620775	153.039287	Australia	Queensland	Brisbane	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Weather event. Course safety. Enjoy the sleep in.'}]	https://www.parkrun.com.au/calamvale
Caledonian junior parkrun	51.545794	-0.124279	United Kingdom	England	Greater London	junior parkrunning	[]	https://www.parkrun.org.uk/caledonian-juniors
California Country parkrun	51.379583	-0.867647	United Kingdom	England	Wokingham	parkrunning	[]	https://www.parkrun.org.uk/californiacountry
Callaghan parkrun	-32.894393	151.702098	Australia	New South Wales	Newcastle	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'No landholder permission'}]	https://www.parkrun.com.au/callaghan
Calleya parkrun	-32.126604	115.876176	Australia	Western Australia	City of Cockburn	parkrunning	[]	https://www.parkrun.com.au/calleya
Cambourne junior parkrun	52.220084	-0.061115	United Kingdom	England	Cambridgeshire	junior parkrunning	[]	https://www.parkrun.org.uk/cambourne-juniors
Cambridge NZ parkrun	-37.890281	175.435891	New Zealand	Waikato	Waipa District	parkrunning	[]	https://www.parkrun.co.nz/cambridgenz
Cambridge junior parkrun	52.236606	0.163389	United Kingdom	England	Cambridgeshire	junior parkrunning	[]	https://www.parkrun.org.uk/cambridge-juniors
Campaspe parkrun	-37.354683	144.531445	Australia	Victoria	Macedon Ranges	parkrunning	[]	https://www.parkrun.com.au/campaspe
Campbelltown parkrun	-34.018301	150.814819	Australia	New South Wales	Campbelltown Municipality	parkrunning	[]	https://www.parkrun.com.au/campbelltown
Camperdown parkrun, Dundee	56.483681	-3.030896	United Kingdom	Scotland	Dundee City	parkrunning	[]	https://www.parkrun.org.uk/camperdown
Cannibals Cave parkrun	-28.682918	28.976784	South Africa	KwaZulu-Natal	uThukela District Municipality	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Road has been washed away'}]	https://www.parkrun.co.za/cannibalscave
Canning River parkrun	-32.020912	115.92266	Australia	Western Australia	City of Canning	parkrunning	[]	https://www.parkrun.com.au/canningriver
Cannock Chase parkrun	52.73744	-1.99542	United Kingdom	England	Staffordshire	parkrunning	[]	https://www.parkrun.org.uk/cannockchase
Cannon Hill junior parkrun, Birmingham	52.449976	-1.904225	United Kingdom	England	Birmingham	junior parkrunning	[]	https://www.parkrun.org.uk/cannonhill-juniors
Cannon Hill parkrun, Birmingham	52.452637	-1.89997	United Kingdom	England	Birmingham	parkrunning	[]	https://www.parkrun.org.uk/cannonhill
Cannonvale junior parkrun	-20.274708	148.700296	Australia	Queensland	Whitsunday	junior Cancellation	[{'DateCancelled': '2022-05-15', 'ReasonCancelled': 'Establishing an event team'}]	https://www.parkrun.com.au/cannonvale-juniors
Canons Park parkrun	51.612291	-0.296184	United Kingdom	England	Greater London	parkrunning	[]	https://www.parkrun.org.uk/canonspark
Canterbury parkrun	51.299468	1.057002	United Kingdom	England	Kent	parkrunning	[]	https://www.parkrun.org.uk/canterbury
Canyon Rim Trail parkrun	42.598602	-114.454267	USA	Idaho	Twin Falls	parkrunning	[]	https://www.parkrun.us/canyonrimtrail
Capalaba parkrun	-27.521405	153.186858	Australia	Queensland	Redland	5k Cancellation	[{'DateCancelled': '2022-05-14', 'ReasonCancelled': 'Floodwaters'}]	https://www.parkrun.com.au/capalaba
Cape Pembroke Lighthouse parkrun	-51.683211	-57.757716	United Kingdom	Falkland Islands		parkrunning	[]	https://www.parkrun.org.uk/capepembrokelighthouse
Cardiff junior parkrun	51.489617	-3.204035	United Kingdom	Wales	Cardiff	junior parkrunning	[]	https://www.parkrun.org.uk/cardiff-juniors
Cardiff parkrun	51.49736	-3.207107	United Kingdom	Wales	Cardiff	parkrunning	[]	https://www.parkrun.org.uk/cardiff
Cardwell parkrun	-18.263036	146.025909	Australia	Queensland	Cassowary Coast	parkrunning	[]	https://www.parkrun.com.au/cardwell
Carine Glades parkrun	-31.85155	115.782943	Australia	Western Australia	Stirling	parkrunning	[]	https://www.parkrun.com.au/carineglades
