id,eventname,EventLongName,EventShortName,LocalisedEventLongName,countrycode,seriesid,EventLocation,Latitude,Longitude
994,secunda,Secunda parkrun,Secunda,,85,1,Trichardspruit Dam,-26.518381,29.184209
995,grahamstown,Grahamstown parkrun,Grahamstown,,85,1,Makana Botanical Gardens,-33.314705,26.520674
996,kilkenny,Kilkenny parkrun,Kilkenny,,42,1,Castle Park,52.648977,-7.245307
998,strelka,parkrun Strelka,Strelka,parkrun Стрелка,79,1,парк Стрелка,57.620778,39.903974
999,mitino,parkrun Mitino,Mitino,parkrun Митино,79,1,Mitino,55.839559,37.367644
1000,timiryazevsky,parkrun Timiryazevsky,Timiryazevsky,parkrun Тимирязевский,79,1,Timiryazevsky,55.818189,37.555257
1001,hereford,Hereford parkrun,Hereford,,97,1,Hereford,52.068892,-2.724152
1002,tamarlakes,Tamar Lakes parkrun,Tamar Lakes,,97,1,Upper Tamar Lakes,50.879837,-4.433418
1004,huskisson,Huskisson parkrun,Huskisson,,3,1,Huskisson White Sands Park,-35.049429,150.677109
1006,parkville,Parkville parkrun,Parkville,,3,1,Princes Park,-37.784837,144.961755
1008,stutterheim,Stutterheim parkrun,Stutterheim,,85,1,Stutterheim Country Club,-32.567059,27.412219
1009,umhlanga,Umhlanga parkrun,Umhlanga,,85,1,Durban view park,-29.733319,31.084602
1010,vicarstown,Vicarstown parkrun,Vicarstown,,42,1,Vicarstown,53.056008,-7.083459
1014,moora,Moora parkrun,Moora,,3,1,Apex Park,-30.638892,116.004276
1017,fellfoot,"Fell Foot parkrun, Newby Bridge",Fell Foot,,97,1,Fell Foot Park,54.274736,-2.952259
1018,panshanger,Panshanger parkrun,Panshanger,,97,1,Panshanger Park,51.796066,-0.107589
1022,whitstable-juniors,Whitstable junior parkrun,Whitstable juniors,,97,2,Tankerton Slopes,51.364939,1.042448
1025,swinoujscie,parkrun Świnoujście,Świnoujście,parkrun Świnoujście,74,1,"Park Zdrojowy, Świnoujście",53.915451,14.25818
1026,ellesmereport,Ellesmere Port parkrun,Ellesmere Port,,97,1,Whitby Park,53.272524,-2.902542
1027,clarisford,Clarisford parkrun,Clarisford,,42,1,Clarisford Park,52.796642,-8.441796
1029,penrhyn,Penrhyn parkrun,Penrhyn,,97,1,Penrhyn Castle,53.226852,-4.094495
1030,harcourthill,Harcourt Hill parkrun,Harcourt Hill,,97,1,Harcourt Hill Campus,51.739369,-1.295191
1031,harlow,Harlow parkrun,Harlow,,97,1,Harlow Town Park,51.77766,0.103624
1032,brightwater,Brightwater parkrun,Brightwater,,3,1,Brightwater Sports Ground,-26.708909,153.113665
1033,brimbank,Brimbank parkrun,Brimbank,,3,1,Brimbank Park,-37.727547,144.834123
1034,markeaton-juniors,Markeaton junior parkrun,Markeaton juniors,,97,2,Markeaton Park,52.934138,-1.503604
1035,templenewsam-juniors,Temple Newsam junior parkrun,Temple Newsam juniors,,97,2,Temple Newsam Estate,53.784563,-1.45791
1036,victoria-juniors,"Victoria junior parkrun, Glasgow","Victoria juniors, Glasgow",,97,2,Victoria Park,55.87731,-4.332751
1040,nkomazi,Nkomazi parkrun,Nkomazi,,85,1,Tonga Village,-25.703683,31.788579
1046,gravesend-juniors,Gravesend junior parkrun,Gravesend juniors,,97,2,Riverside Leisure Area,51.443724,0.379039
1047,perryhall,Perry Hall parkrun,Perry Hall,,97,1,Perry Hall Park,52.52486,-1.911825
1048,tring,Tring parkrun,Tring,,97,1,Tring Park,51.786634,-0.659599
1049,poppintree,Poppintree parkrun,Poppintree,,42,1,Poppintree Park,53.398403,-6.286613
1050,cootehill,Cootehill parkrun,Cootehill,,42,1,Haltons Amenity Park,54.081471,-7.086978
1051,botanicalgarden,Botanical Garden parkrun,Botanical Garden,,85,1,Pretoria Botanical Garden,-25.738299,28.273752
1053,daventry,Daventry parkrun,Daventry,,97,1,Daventry Country Park,52.262374,-1.15732
1054,ballina,Ballina parkrun,Ballina,,42,1,Belleek,54.120048,-9.146141
1055,pruszkow,parkrun Pruszków,Pruszków,parkrun Pruszków,74,1,"Park Potulickich, Pruszków",52.167221,20.8095
1057,goudhurst-juniors,Goudhurst junior parkrun,Goudhurst juniors,,97,2,The Glebe Field,51.113694,0.463445
1058,hartstown,Hartstown parkrun,Hartstown,,42,1,Hartstown Park,53.395076,-6.415828
1059,conwy,Conwy parkrun,Conwy,,97,1,"RSPB Nature Reserve, Conwy",53.279388,-3.808966
1062,coburg,Coburg parkrun,Coburg,,3,1,Coburg Lake Reserve,-37.733811,144.968861
1063,traralgon,Traralgon parkrun,Traralgon,,3,1,Agnes Brereton Park,-38.189632,146.53648
1067,centurycity,Century City parkrun,Century City,,85,1,The Oval Sports Field,-33.888687,18.512412
1069,bellville,Bellville parkrun,Bellville,,85,1,Jack Muller - Danie Uys Park,-33.890643,18.629274
1070,langebaan,Langebaan parkrun,Langebaan,,85,1,Langebaan Country Estate,-33.075951,18.057497
1071,meltonmowbray,Melton Mowbray parkrun,Melton Mowbray,,97,1,Melton Country park,52.780002,-0.879068
1074,warnerlakes,Warner Lakes parkrun,Warner Lakes,,3,1,Dragonfly Park,-27.306906,152.955385
1075,narrabri,Narrabri parkrun,Narrabri,,3,1,Narrabri West Lake,-30.33885,149.755908
1076,thebeaches,The Beaches parkrun,The Beaches,,3,1,Bar Beach,-32.94159,151.767517
1077,warragul,Warragul parkrun,Warragul,,3,1,Brooker Park,-38.151043,145.932929
1080,taree,Taree parkrun,Taree,,3,1,Endeavour Place Reserve,-31.910271,152.468625
1081,kapiticoast,Kapiti Coast parkrun,Kapiti Coast,,65,1,Otaihanga Domain,-40.877245,175.019587
1082,dubbo,Dubbo parkrun,Dubbo,,3,1,Dubbo,-32.256257,148.591034
1084,kedzierzynkozle,parkrun Kędzierzyn-Koźle,Kędzierzyn-Koźle,parkrun Kędzierzyn-Koźle,74,1,"Park Miejski, Kędzierzyn-Koźle",50.353046,18.203561
1087,zelenograd,parkrun Zelenograd,Zelenograd,parkrun Зеленоград,79,1,Zelenograd,56.004966,37.218014
1088,tralee,Tralee parkrun,Tralee,,42,1,Tralee Town Park,52.266242,-9.705376
1093,pontypool-juniors,Pontypool junior parkrun,Pontypool juniors,,97,2,Pontypool Park,51.701218,-3.035392
1094,barnsley-juniors,Barnsley junior parkrun,Barnsley juniors,,97,2,Locke Park,53.54438,-1.48617
1098,menai,Menai parkrun,Menai,,3,1,Parc Menai,-34.016364,151.015082
1100,crissyfield,Crissy Field parkrun,Crissy Field,,98,1,San Francisco,37.806567,-122.448792
1103,sosnovka,parkrun Sosnovka,Sosnovka,parkrun Сосновка,79,1,Sosnovka,60.018449,30.340115
1104,bydgoszcz,parkrun Bydgoszcz,Bydgoszcz,parkrun Bydgoszcz,74,1,Park nad Starym Kanałem Bydgoskim,53.130854,17.954564
1105,chrzanow,parkrun Chrzanów,Chrzanów,parkrun Chrzanów,74,1,Nadleśnictwo Chrzanów/Kroczymiech,50.129465,19.358722
1106,gawler,Gawler parkrun,Gawler,,3,1,Clonlea Reserve,-34.590841,138.750027
1108,kununurra,Kununurra parkrun,Kununurra,,3,1,Swim Beach Park,-15.791571,128.700113
1109,maidenhead,Maidenhead parkrun,Maidenhead,,97,1,Braywick Park,51.51095,-0.712135
1110,hockleywoods,Hockley Woods parkrun,Hockley Woods,,97,1,Hockley Woods,51.596133,0.64912
1111,widnes,Widnes parkrun,Widnes,,97,1,Victoria Park,53.374508,-2.730069
1112,lebone,Lebone parkrun,Lebone,,85,1,Lebone II College,-25.600999,27.125941
1113,harrismith,Harrismith parkrun,Harrismith,,85,1,Platberg Nature Reserve,-28.279106,29.151059
1118,eastney-juniors,Eastney junior parkrun,Eastney juniors,,97,2,Bransbury Park,50.789698,-1.054334
1130,northallerton,Northallerton parkrun,Northallerton,,97,1,Hambleton Leisure Centre,54.348466,-1.435519
1133,sligo,Sligo parkrun,Sligo,,42,1,Doorly Park,54.265977,-8.452828
1137,kazancentral,parkrun Kazan Central,Kazan Central,parkrun Казань центральный парк,79,1,Kazan Central,55.795315,49.15261
1138,billrosesportscomplex,Bill Rose Sports Complex parkrun,Bill Rose Sports Complex,,3,1,Bill Rose Sports Complex,-32.054009,150.856114
1139,southoxhey,South Oxhey parkrun,South Oxhey,,97,1,South Oxhey Playing Fields,51.632255,-0.398653
1140,maryborough,Maryborough parkrun,Maryborough,,3,1,Anzac Park/Ululah Lagoon,-25.533689,152.686507
1142,goulburn,Goulburn parkrun,Goulburn,,3,1,Marsden Weir Park,-34.736445,149.706096
1143,limavady,Limavady parkrun,Limavady,,97,1,Blackburn Park,55.047128,-6.944777
1145,cardiff-juniors,Cardiff junior parkrun,Cardiff juniors,,97,2,Llandaff Fields,51.489617,-3.204035
1148,mansfieldbotanic,Mansfield Botanic parkrun,Mansfield Botanic,,3,1,Mansfield Botanic Park,-37.052419,146.093889
1151,goondiwindi,Goondiwindi parkrun,Goondiwindi,,3,1,Goondiwindi,-28.54951,150.307043
1152,cassiobury,Cassiobury parkrun,Cassiobury,,97,1,Cassiobury Park,51.657677,-0.406335
1153,jells,Jells parkrun,Jells,,3,1,Jells Park,-37.897912,145.193976
1156,kolobrzeg,parkrun Kołobrzeg,Kołobrzeg,parkrun Kołobrzeg,74,1,"Park im. Stefana Żeromskiego, Kołobrzeg",54.184504,15.575563
1158,chippingnorton,Chipping Norton parkrun,Chipping Norton,,3,1,Black Muscat Park,-33.909244,150.964108
1162,mawsonlakes,Mawson Lakes parkrun,Mawson Lakes,,3,1,Mawson Lakes,-34.81134,138.616733
1164,wimpoleestate-juniors,Wimpole Estate junior parkrun,Wimpole Estate juniors,,97,2,Wimple Estate,52.14024,-0.047103
1165,highburyfields-juniors,Highbury Fields junior parkrun,Highbury Fields juniors,,97,2,Highbury Fields,51.547113,-0.103038
1166,eaton-juniors,Eaton junior parkrun,Eaton juniors,,97,2,Eaton Park,52.619606,1.25856
1172,penrose,Penrose parkrun,Penrose,,97,1,Penrose,50.083578,-5.29595
1173,evesham,Evesham parkrun,Evesham,,97,1,Evesham,52.090191,-1.958122
1177,clarevalley,Clare Valley parkrun,Clare Valley,,3,1,Clare Showgrounds,-33.866335,138.625011
1179,wexfordracecourse,Wexford Racecourse parkrun,Wexford Racecourse,,42,1,Johnstown Castle,52.337798,-6.488119
1180,leesroad,Lees Road parkrun,Lees Road,,42,1,Lees Road Sport and Amenity Park,52.863938,-9.003332
1182,croxtethhall,Croxteth Hall parkrun,Croxteth Hall,,97,1,Croxteth Hall Country Park,53.44217,-2.891774
1183,kimberley,Kimberley parkrun,Kimberley,,85,1,Rooifontein Game Farm,-28.759379,24.826695
1185,lancefield,Lancefield parkrun,Lancefield,,3,1,Lancefield Park,-37.279321,144.724258
1191,boksburg,Boksburg parkrun,Boksburg,,85,1,Boksburg City Stadium,-26.235059,28.275415
1192,shanganagh,Shanganagh parkrun,Shanganagh,,42,1,Shanganagh Park,53.227908,-6.114882
1193,cabinteely,Cabinteely parkrun,Cabinteely,,42,1,Cabinteely Park,53.26137,-6.158811
1197,hastings,Hastings parkrun,Hastings,,97,1,Hastings,50.850291,0.539739
1198,rumia,parkrun Rumia,Rumia,parkrun Rumia,74,1,"Park przy ul. Starowiejskiej, Rumia",54.574728,18.395666
1199,wilmslow,Wilmslow parkrun,Wilmslow,,97,1,The Carrs Park,53.331288,-2.231588
1200,barryisland,Barry Island parkrun,Barry Island,,97,1,Barry Island Promenade,51.390202,-3.271371
1201,lullingstone,Lullingstone parkrun,Lullingstone,,97,1,Lullingstone Country Park,51.353118,0.187147
1202,forestlake,Forest Lake parkrun,Forest Lake,,3,1,Forest Lake Sports Fields,-27.61964,152.967745
1203,lesnesabbeywoods-juniors,Lesnes Abbey Woods junior parkrun,Lesnes Abbey Woods juniors,,97,2,Lesnes Abbey Woods Park,51.488936,0.12764
1211,stamfordpark,Stamford Park parkrun,Stamford Park,,97,1,Stamford Park,53.490901,-2.066163
1214,jeleniagora,parkrun Jelenia Góra,Jelenia-Góra,parkrun Jelenia Góra,74,1,"Park Norweski, Jelenia Góra",50.857558,15.678754
1215,opole,parkrun Opole,Opole,parkrun Opole,74,1,"Wyspa Bolko, Opole",50.650123,17.924448
1216,princealbert,Prince Albert parkrun,Prince Albert,,85,1,Odendaal Stadium,-33.214602,22.024823
1221,aberystwyth-juniors,Aberystwyth junior parkrun,Aberystwyth juniors,,97,2,Plas Crug Park,52.412885,-4.078402
1222,hamiltonisland,Hamilton Island parkrun,Hamilton Island,,3,1,Hamilton Island,-20.345551,148.95513
1224,lydiard-juniors,Lydiard junior parkrun,Lydiard juniors,,97,2,"Lydiard Park, Swindon",51.563048,-1.857423
1225,longrunmeadow-juniors,Longrun Meadow junior parkrun,Longrun Meadow juniors,,97,2,Longrun Meadow,51.017199,-3.115089
1229,newross,New Ross parkrun,New Ross,,42,1,J F Kennedy Arboretum,52.316359,-6.928439
1232,phillipisland,Phillip Island parkrun,Phillip Island,,3,1,Churchill Island,-38.498822,145.340674
1235,ballito,Ballito parkrun,Ballito,,85,1,Sugar Rush Park,-29.492418,31.18044
1236,theponds,The Ponds parkrun,The Ponds,,3,1,The Ponds Community Hub,-33.705952,150.909187
1237,altonabeach,Altona Beach parkrun,Altona Beach,,3,1,Apex Park,-37.875236,144.811911
1238,rhodes,Rhodes parkrun,Rhodes,,3,1,West Concord,-33.847462,151.081803
1239,uditore,Uditore parkrun,Uditore,,44,1,"Piazza Einstein, 90145 Palermo",38.129722,13.32777
1240,burnhamandhighbridge,Burnham and Highbridge parkrun,Burnham and Highbridge,,97,1,Apex Park,51.226679,-2.990243
1242,bromley-juniors,Bromley junior parkrun,Bromley juniors,,97,2,Norman Park,51.389329,0.026049
1243,hortonpark,Horton Park parkrun,Horton Park,,97,1,Horton Park,53.782455,-1.77538
1244,callaghan,Callaghan parkrun,Callaghan,,3,1,University Drive,-32.894393,151.702098
1245,barclay,Barclay parkrun,Barclay,,97,1,Barclay Park,51.759056,-0.019442
1246,castlemaine,Castlemaine parkrun,Castlemaine,,3,1,Castlemaine Botanical Gardens,-37.050794,144.217649
1247,aliwalnorth,Aliwal North parkrun,Aliwal North,,85,1,Aliwal North,-30.682118,26.727413
1248,durbanville,Durbanville parkrun,Durbanville,,85,1,Meerendal Wine Estate,-33.801551,18.621833
1249,pongola,Pongola parkrun,Pongola,,85,1,Pongola,-27.396878,31.657231
1250,dundalk,Dundalk parkrun,Dundalk,,42,1,Dundalk Institute of Technology,53.984567,-6.386803
1251,castleblayney,Castleblayney parkrun,Castleblayney,,42,1,Castleblayney,54.1219,-6.728947
1252,brundall,Brundall parkrun,Brundall,,97,1,Countryside Park,52.624133,1.417369
1253,salisbury,Salisbury parkrun,Salisbury,,97,1,Churchill Gardens,51.061528,-1.789858
1254,bramley,Bramley parkrun,Bramley,,97,1,Bramley Park,53.813432,-1.633461
1255,dewsbury-juniors,Dewsbury junior parkrun,Dewsbury juniors,,97,2,Crow Nest Park,53.688984,-1.646944
1256,dunfermline,Dunfermline parkrun,Dunfermline,,97,1,Pittencrieff Park,56.070684,-3.470694
1257,chelyabinsk,parkrun Chelyabinsk,Chelyabinsk,parkrun Челябинск,79,1,Chelyabinsk,55.155104,61.360207
1258,bitsa,parkrun Bitsa,Bitsa,parkrun Битца,79,1,Bitsа,55.636872,37.548337
1259,heslington,Heslington parkrun,Heslington,,97,1,York Sport Village,53.949319,-1.01799
1260,lubin,parkrun Lubin,Lubin,parkrun Lubin,74,1,"Park Wrocławski, Lubin",51.380777,16.200271
1261,skierniewice,parkrun Skierniewice,Skierniewice,parkrun Skierniewice,74,1,"Park Miejski, Skierniewice",51.965214,20.140672
1262,wolbrom,parkrun Wolbrom,Wolbrom,parkrun Wolbrom,74,1,"Parking, ul. Skalska, Wolbrom",50.37571,19.755898
1264,gedling,Gedling parkrun,Gedling,,97,1,Gedling Country Park,52.993919,-1.087124
1265,miltonkeynes-juniors,Milton Keynes junior parkrun,Milton Keynes juniors,,97,2,Emerson Valley Sports Pavilion,52.002181,-0.782082
1266,westonsupermare-juniors,Weston-super-Mare junior parkrun,Weston-super-Mare juniors,Weston-super-Mare junior parkrun,97,2,Weston-super-Mare,51.364772,-2.907495
1267,aldenham,Aldenham parkrun,Aldenham,,97,1,Aldenham Country Park,51.647953,-0.316507
1268,hovepromenade,Hove Promenade parkrun,Hove Promenade,,97,1,Hove Lawns,50.823391,-0.166594
1269,aylesbury-juniors,Aylesbury junior parkrun,Aylesbury juniors,,97,2,Meadowcroft Open Space,51.829601,-0.829935
1270,tewkesbury,Tewkesbury parkrun,Tewkesbury,,97,1,Tewkesbury,51.987666,-2.159373
1271,leeonthesolent,Lee-on-the-Solent parkrun,Lee-on-the-Solent,,97,1,Lee-on-the-Solent,50.801087,-1.20383
1272,athlone,Athlone parkrun,Athlone,,42,1,Athlone Institute of Technology,53.419271,-7.904069
1273,portrush-juniors,Portrush junior parkrun,Portrush juniors,,97,2,East Strand Beach,55.205011,-6.648452
1274,medway-juniors,Medway junior parkrun,Medway juniors,,97,2,Strand Leisure Park,51.394926,0.564496
1275,birkenhead,Birkenhead parkrun,Birkenhead,,97,1,Birkenhead Park,53.394807,-3.051658
1276,greatnotley-juniors,Great Notley junior parkrun,Great Notley juniors,,97,2,Great Notley Country Park,51.863774,0.51556
1277,wednesfield-juniors,Wednesfield junior parkrun,Wednesfield juniors,,97,2,Wednesfield Park,52.602455,-2.083638
1278,telford-juniors,Telford junior parkrun,Telford juniors,,97,2,Telford Town Park,52.671256,-2.445683
1279,moormead-juniors,Moormead junior parkrun,Moormead juniors,,97,2,Moormead and Bandy Recreation Ground,51.451595,-0.326684
1280,heavitree-juniors,Heavitree junior parkrun,Heavitree juniors,,97,2,Heavitree Pleasure Ground,50.723092,-3.501308
1281,cheltenham-juniors,Cheltenham junior parkrun,Cheltenham juniors,,97,2,The Park,51.886492,-2.088862
1282,guildford-juniors,Guildford junior parkrun,Guildford juniors,,97,2,Stoke Park,51.244977,-0.567461
1283,heronbanks,Heron Banks parkrun,Heron Banks,,85,1,Heron Banks Golf and River Estate,-26.756736,27.844026
1284,kraalkop,Kraalkop parkrun,Kraalkop,,85,1,Kraalkop Nature Reserve,-26.47181,27.479696
1285,wellington,Wellington parkrun,Wellington,,85,1,Wellington,-33.681943,19.019956
1286,goldenharvest,Golden Harvest parkrun,Golden Harvest,,85,1,"First Ave, Northgate",-26.069116,27.95355
1287,haywardsheath-juniors,Haywards Heath junior parkrun,Haywards Heath juniors,,97,2,Victoria Park,50.998429,-0.106104
1288,wilmslow-juniors,Wilmslow junior parkrun,Wilmslow juniors,,97,2,The Carrs,53.331301,-2.231746
1289,lowestoft,Lowestoft parkrun,Lowestoft,,97,1,Cardiff,52.468286,1.747338
1290,harwich,Harwich parkrun,Harwich,,97,1,Cliff Park,51.938035,1.284809
1291,bridgend-juniors,Bridgend junior parkrun,Bridgend juniors,,97,2,Newbridge Fields,51.502993,-3.583298
1292,krylatskoe,parkrun Krylatskoe,Krylatskoe,parkrun Крылатское,79,1,Krylatskoe,55.772757,37.408767
1293,tsaritsyno,parkrun Tsaritsyno,Tsaritsyno,parkrun Царицыно,79,1,Tsaritsyno,55.624061,37.677383
1295,tambov,parkrun Tambov,Tambov,parkrun Тамбов,79,1,Tambov,52.712605,41.483831
1296,surbiton-juniors,Surbiton junior parkrun,Surbiton juniors,,97,2,Alexandra Recreation Ground,51.384716,-0.288601
1297,torun,parkrun Toruń,Toruń,parkrun Toruń,74,1,"Las na Skarpie, Toruń",53.025641,18.704177
1298,volgogradpanorama,parkrun Volgograd Panorama,Volgograd Panorama,parkrun Волгоград панорама,79,1,Volgograd Panorama,48.715334,44.534467
1299,butovo,parkrun Butovo,Butovo,parkrun Бутово,79,1,Butovo,55.538603,37.518704
1300,dartfordheath,Dartford Heath parkrun,Dartford Heath,,97,1,Heath Lane,51.435932,0.189929
1301,stormont,Stormont parkrun,Stormont,,97,1,Stormont Estate,54.598318,-5.837749
1303,kingsweston-juniors,Kings Weston junior parkrun,Kings Weston juniors,,97,2,Kings Weston Estate,51.493696,-2.660036
1304,gostyn,parkrun Gostyń,Gostyń,parkrun Gostyń,74,1,"Nadleśnictwo Piaski, Gostyń",51.884368,16.992853
1305,szczecin,parkrun Szczecin,Szczecin,parkrun Szczecin,74,1,"Park Arkoński, Szczecin",53.462802,14.505647
1306,witton,Witton parkrun,Witton,,97,1,Witton Country Park,53.74055,-2.517211
1307,ellon,Ellon parkrun,Ellon,,97,1,Ellon Academy Community Campus,57.359262,-2.056968
1308,wyreforest,Wyre Forest parkrun,Wyre Forest,,97,1,Wyre Forest,52.365002,-2.369798
1309,swanseabay,Swansea Bay parkrun,Swansea Bay,,97,1,Swansea Bay,51.610463,-3.969848
1310,greatcornard-juniors,Great Cornard junior parkrun,Great Cornard juniors,,97,2,Great Cornard Sports Centre,52.023598,0.749416
1311,glossop,Glossop parkrun,Glossop,,97,1,Manor Park,53.447019,-1.939503
1312,jersey,Jersey parkrun,Jersey,,97,1,Les Quennevais sports centre,49.195026,-2.204124
1313,manorpark-juniors,Manor Park junior parkrun,Manor Park juniors,,97,2,Manor Park,51.288548,0.405811
1314,longeaton-juniors,Long Eaton junior parkrun,Long Eaton juniors,,97,2,West Park Leisure Centre,52.895161,-1.288336
1315,grangemoor,Grangemoor parkrun,Grangemoor,,97,1,Cardiff,51.454464,-3.192412
1316,fathercollins,Father Collins parkrun,Father Collins,,42,1,Father Collins Park,53.405158,-6.16021
1317,ashgrove,Ashgrove parkrun,Ashgrove,,3,1,Ashgrove Sportsground,-27.442334,152.972975
1318,bega,Bega parkrun,Bega,,3,1,Bega Racecourse,-36.668409,149.852269
1319,constantiagreenbelt,Constantia Greenbelt parkrun,Constantia Greenbelt,,85,1,Constantia Greenbelt,-34.008575,18.440688
1320,greygoose,Grey Goose parkrun,Grey Goose,,85,1,Grey Goose,-27.733307,29.892468
1321,donabate,Donabate parkrun,Donabate,,42,1,Newbridge House,53.486227,-6.167897
1322,sokolniki,parkrun Sokolniki,Sokolniki,parkrun Сокольники,79,1,Sokolniki,55.795796,37.676988
1323,whaleybridge-juniors,Whaley Bridge junior parkrun,Whaley Bridge juniors,,97,2,Whaley Bridge Memorial Park,53.327225,-1.987771
1324,buckingham-juniors,Buckingham junior parkrun,Buckingham juniors,,97,2,Bourton Park,51.997232,-0.975386
1325,lochiel,Lochiel parkrun,Lochiel,,3,1,Geoff Health Golf,-34.880815,138.649251
