Date	Event	Region	Country	Cancellation Note
2021-12-25	Harrow Lodge parkrun	Greater London	United Kingdom	Closed for Christmas - see you in the New Year!
2021-09-25	Hartbeespoort parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hartbeespoort parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hartbeespoort parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-09-25	Hasenheide parkrun	Germany	Germany	3G Prüf. unmögl., sehr viele Teilnehmer erwartet
2021-09-25	Hastings Foreshore parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Hastings Foreshore parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-16	Hay Lodge parkrun	Scotland	United Kingdom	Tweed Valley Trail run shares course
2021-09-25	Hazeldean Farm parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hazeldean Farm parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hazeldean Farm parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-09-25	Hazyview parkrun	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hazyview parkrun	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hazyview parkrun	Kruger Lowveld	South Africa	COVID-19 (Coronavirus)
2021-09-25	Heidedal parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-02	Heidedal parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-03	Helix junior parkrun	Scotland	United Kingdom	Pedal for Falkirk taking place, paths unusable
2021-09-26	Heritage Park junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Heritage Park junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Heritage Park junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Hermanus parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hermanus parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hermanus parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Heron Banks parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-02	Heron Banks parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-09	Heron Banks parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-11-20	Herrington Country parkrun	North East England	United Kingdom	Another event in the Country Park
2021-09-25	Heslington parkrun	Yorkshire and the Humber	United Kingdom	Student arrivals day; access & parking restricted
2021-09-26	Highbury Fields junior parkrun	Greater London	United Kingdom	Venue not yet available
2021-10-03	Highbury Fields junior parkrun	Greater London	United Kingdom	Venue not yet available
2021-10-10	Highbury Fields junior parkrun	Greater London	United Kingdom	Venue not yet available
2021-09-25	Highlands parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Highlands parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Hikarigaoka koen parkrun	Japan	Japan	COVID-19 State of emergency
2021-09-25	Hillside parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hillside parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hillside parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-09-25	Hilton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hilton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hilton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Hirono kaigankoen parkrun	Japan	Japan	because of a statement of emergency COVID-19
2021-09-25	Hobsonville Point parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Hobsonville Point parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Hogsback parkrun	EC · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hogsback parkrun	EC · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hogsback parkrun	EC · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Holkham parkrun	East of England	United Kingdom	Event taking place at Holkham Estate
2021-12-18	Holkham parkrun	East of England	United Kingdom	Event taking place at Holkham Estate
2021-09-25	Hollesley Bay parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Hollesley Bay parkrun	East of England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Homestead Lake parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Homestead Lake parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Homestead Lake parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Hondajima parkrun	Japan	Japan	地域の感染症対策に対応するため
2021-09-25	Hopkins parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Hopkins parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Horinouchi koen parkrun	Japan	Japan	新型コロナウィルス感染拡大防止のため
2021-09-25	Horseshoe Bay Reserve parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Horseshoe Bay Reserve parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Hout Bay parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Hout Bay parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Hout Bay parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Howard Temin Lakeshore Path parkrun	USA	United States	COVID
2021-09-25	Huskisson parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Huskisson parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-30	Hyndburn parkrun	North West England	United Kingdom	Cross country taking place; course unavailable
2021-09-25	Illaunmanagh parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Illaunmanagh parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Illaunmanagh parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Invercargill parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Invercargill parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Inverell parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Inverell parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Inverloch parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Inverloch parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Jeffreys Bay parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Jeffreys Bay parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Jeffreys Bay parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Jells parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Jells parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Jindabyne parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Jindabyne parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	KM Reedy Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	KM Reedy Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Kamay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Kamay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Kameeldoring parkrun	Limpopo	South Africa	Kameeldoring Golfday
2021-09-25	Kapiti Coast parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Kapiti Coast parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Kariyashi sogoundo koen parkrun	Japan	Japan	緊急事態宣言のため
2021-09-25	Karkarook parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Karkarook parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Kastanienallee parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-02	Kastanienallee parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-10-09	Kastanienallee parkrun	Germany	Germany	COVID-19 (Coronavirus)
2021-09-25	Kathu parkrun	Northern Cape	South Africa	Kathu Equestrain Club have Competitions on
2021-09-25	Kayamandi parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-02	Kayamandi parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-09	Kayamandi parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-09-25	Kennington Reservoir parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Kennington Reservoir parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Kerang Regional parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Kerang Regional parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Kettering parkrun	East Midlands	United Kingdom	Wicksteed at War - route unusable
2021-09-25	Kidds Beach parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Kidds Beach parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Kidds Beach parkrun	EC · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Kilkenny parkrun	Ireland	Ireland	Core Volunteer Team away cancelled for H & S
2021-12-25	Killerton parkrun	South West England	United Kingdom	Killerton estate is closed on Christmas Day
2021-09-25	Kimberley parkrun	Northern Cape	South Africa	COVID-19 (Coronavirus)
2021-10-02	Kimberley parkrun	Northern Cape	South Africa	COVID-19 (Coronavirus)
2021-10-09	Kimberley parkrun	Northern Cape	South Africa	COVID-19 (Coronavirus)
2021-09-25	Kingscliff parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Kingscliff parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-11-06	Kingston parkrun	Greater London	United Kingdom	Another event on the course - Thames Meander
