Event	Latitude	Longitude	Country	Status	DateCancelled	ReasonCancelled	Website
Tzaneen parkrun	-23.814877	30.186946	South Africa	parkrunning			https://www.parkrun.co.za/tzaneen
Tøyen parkrun	59.919427	10.77791	Norway	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.no/toyen
Uckfield parkrun	50.977857	0.11306	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/uckfield
Uditore parkrun	38.129722	13.32777	Italy	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.it/uditore
Umdoni parkrun	-30.392475	30.682193	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/umdoni
Umfolozi parkrun	-28.482914	32.180039	South Africa	parkrunning			https://www.parkrun.co.za/umfolozi
Umhlanga parkrun	-29.733319	31.084602	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/umhlanga
Underwood Park parkrun	-27.598691	153.147211	Australia	parkrunning			https://www.parkrun.com.au/underwoodpark
Unisee parkrun	53.108575	8.834818	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/unisee
University of Stirling parkrun	56.147334	-3.924236	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/universityofstirling
University of Waikato parkrun	-37.787436	175.316456	New Zealand	parkrunning			https://www.parkrun.co.nz/universityofwaikato
Upington parkrun	-28.444304	21.269767	South Africa	parkrunning			https://www.parkrun.co.za/upington
Uppermill junior parkrun	53.547393	-2.00217	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/uppermill-juniors
Uppsala parkrun	59.853455	17.642296	Sweden	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.se/uppsala
Upton Court parkrun	51.49616	-0.577525	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/uptoncourt
Upton House junior parkrun	50.734515	-2.012474	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/uptonhouse-juniors
Upton House parkrun	50.734891	-2.013428	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/uptonhouse
Urayasushi sogo koen parkrun	35.636914	139.932099	Japan	parkrunning			https://www.parkrun.jp/urayasushisogokoen
Urunga parkrun	-30.497475	153.022849	Australia	parkrunning			https://www.parkrun.com.au/urunga
Ury Riverside parkrun	57.291953	-2.372062	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/uryriverside
Uvongo parkrun	-30.820719	30.405028	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/uvongo
Vaal Marina parkrun	-26.887661	28.199742	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/vaalmarina
Valentine Peak parkrun	37.842564	-112.8173	USA	parkrunning			https://www.parkrun.us/valentinepeak
Valentines parkrun	51.56749	0.07198	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/valentines
Valhalla parkrun	-25.807496	28.148419	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/valhalla
Vallaskogen parkrun	58.405255	15.591793	Sweden	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.se/vallaskogen
Valley parkrun, Newtownabbey	54.659949	-5.928342	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/valley
Vandeleur parkrun	52.636121	-9.472935	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/vandeleur
Varsity Lakes parkrun	-28.084627	153.410554	Australia	parkrunning			https://www.parkrun.com.au/varsitylakes
Vejen parkrun	55.474609	9.120852	Denmark	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.dk/vejen
Ventersburg parkrun	-28.083038	27.133236	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/ventersburg
Verulamium junior parkrun	51.750365	-0.354946	United Kingdom	junior Cancellation	2021-06-13	St Albans Half Marathon in park, course in use	https://www.parkrun.org.uk/verulamium-juniors
Vicarstown junior parkrun	53.051415	-7.084013	Ireland	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.ie/vicarstown-juniors
Vicarstown parkrun	53.056008	-7.083459	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/vicarstown
Victor Harbor parkrun	-35.565657	138.611096	Australia	parkrunning			https://www.parkrun.com.au/victorharbor
Victoria Dock parkrun	51.505363	0.018775	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/victoriadock
Victoria Lake parkrun	-26.233615	28.163202	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/victorialake
Victoria junior parkrun, Glasgow	55.87731	-4.332751	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/victoria-juniors
Victoria junior parkrun, Macclesfield	53.261537	-2.116662	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/victoriamacclesfield-juniors
Victoria junior parkrun, St Helens	53.462249	-2.745791	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/victoriasthelens-juniors
Victoria parkrun, Glasgow	55.877504	-4.332347	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/victoria
Victoria parkrun, Kitchener	43.447238	-80.495755	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/victoriakitchener
Victoria parkrun, Truro	45.354629	-63.26159	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/victoriatruro
Victory Heights Trail parkrun	-26.171845	152.680084	Australia	parkrunning			https://www.parkrun.com.au/victoryheightstrail
Villiersdorp parkrun	-33.963582	19.287292	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/villiersdorp
Vogrie parkrun	55.856879	-2.995012	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/vogrie
Volksgarten parkrun	51.206472	6.801947	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/volksgarten
Voortrekker Monument parkrun, Pretoria	-25.772619	28.179573	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/voortrekkermonument
Vrede parkrun	-27.438059	29.169767	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/vrede
Vredendal parkrun	-31.664782	18.497226	South Africa	parkrunning			https://www.parkrun.co.za/vredendal
Vryburg parkrun	-26.963778	24.723817	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/vryburg
Vryheid parkrun	-27.777853	30.794659	South Africa	parkrunning			https://www.parkrun.co.za/vryheid
Växjösjön parkrun	56.872797	14.814979	Sweden	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.se/vaxjosjon
Vääksyn kanava parkrun	61.177524	25.538652	Finland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.fi/vaaksynkanava
Wagga parkrun	-35.170935	147.378216	Australia	parkrunning			https://www.parkrun.com.au/wagga
Wagi Bridge parkrun	-35.161135	149.123403	Australia	parkrunning			https://www.parkrun.com.au/wagibridge
Wakefield Thornes junior parkrun	53.675544	-1.512695	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/wakefieldthornes-juniors
Wakefield Thornes parkrun	53.672488	-1.509682	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wakefieldthornes
Walcha parkrun	-30.981818	151.597579	Australia	parkrunning			https://www.parkrun.com.au/walcha
Wallaby Track parkrun	-37.552061	143.898319	Australia	5k Cancellation	2021-06-12	Victorian COVID restrictions	https://www.parkrun.com.au/wallabytrack
Wallace parkrun, Lisburn	54.516511	-6.036816	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wallace
Wallaceneuk parkrun	55.585864	-2.448162	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wallaceneuk
Walmer and Deal Seafront parkrun	51.2095	1.403179	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/walmeranddealseafront
Walsall Arboretum parkrun	52.58725	-1.966252	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/walsall
Walthamstow parkrun	51.602666	-0.007854	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/walthamstow
Walvis Bay parkrun	-22.977195	14.481783	Namibia	parkrunning			https://www.parkrun.co.za/walvisbay
Wanaka parkrun	-44.699987	169.116607	New Zealand	parkrunning			https://www.parkrun.co.nz/wanaka
Wangaratta parkrun	-36.351774	146.329944	Australia	5k Cancellation	2021-06-12	Continued Victorian limits on gatherings of 20	https://www.parkrun.com.au/wangaratta
Wanneroo parkrun	-31.751242	115.793187	Australia	parkrunning			https://www.parkrun.com.au/wanneroo
Wanstead Flats parkrun	51.56078	0.014977	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wansteadflats
War Memorial Park junior parkrun	52.39198	-1.523984	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/warmemorialpark-juniors
Wardown junior parkrun	51.891775	-0.419099	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wardown-juniors
Warner Lakes parkrun	-27.306906	152.955385	Australia	parkrunning			https://www.parkrun.com.au/warnerlakes
Warragul parkrun	-38.151043	145.932929	Australia	5k Cancellation	2021-06-12	Covid snap lockdown	https://www.parkrun.com.au/warragul
Warringal Parklands parkrun	-37.755246	145.074478	Australia	5k Cancellation	2021-06-12	Victorian Lockdown	https://www.parkrun.com.au/warringalparklands
Warrington junior parkrun	53.405344	-2.587904	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/warrington-juniors
Warrington parkrun	53.384221	-2.574685	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/warrington
Warrnambool parkrun	-38.392862	142.47937	Australia	5k Cancellation	2021-06-12	Victoria Government ongoing restrictions	https://www.parkrun.com.au/warrnambool
Warwick Racecourse parkrun	52.280789	-1.595954	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/warwickracecourse
Warwick parkrun	-28.209605	152.038465	Australia	parkrunning			https://www.parkrun.com.au/warwick
Wascana parkrun	50.430422	-104.60409	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/wascana
Wataraseyusuichi parkrun	36.209432	139.668674	Japan	parkrunning			https://www.parkrun.jp/wataraseyusuichi
Waterfall parkrun	-26.016972	28.105208	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/waterfall
Waterford Nature parkrun	52.245739	-7.125989	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/waterfordnature
Watergrove parkrun, Rochdale	53.657034	-2.131777	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/watergrove
Waterloo Plains parkrun	-26.11661	149.958153	Australia	parkrunning			https://www.parkrun.com.au/waterlooplains
Waterlooville junior parkrun	50.888467	-1.032861	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/waterlooville-juniors
Watermeadows parkrun	52.13458	-0.988391	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/watermeadows
Waterstown parkrun	53.358719	-6.370558	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/waterstown
Waterworks junior parkrun	54.619011	-5.944873	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/waterworks-juniors
Waterworks parkrun, Belfast	54.619299	-5.942613	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/waterworks
Wauchope parkrun	-31.452159	152.744034	Australia	parkrunning			https://www.parkrun.com.au/wauchope
Weavers Country Estate parkrun	-27.331118	30.167911	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/weaverscountryestate
Wednesfield junior parkrun	52.602455	-2.083638	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/wednesfield-juniors
Weedon Island Preserve parkrun	27.84707	-82.608119	USA	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.us/weedonislandpreserve
Weipa parkrun	-12.64068	141.865454	Australia	parkrunning			https://www.parkrun.com.au/weipa
Welkom parkrun	-27.973608	26.739236	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/welkom
Wellington parkrun	-33.681943	19.019956	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/wellington
Wells Estate parkrun	-33.83701	25.650378	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/wellsestate
Wendover Woods parkrun	51.76894	-0.716782	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wendoverwoods
Wepre parkrun	53.205552	-3.056846	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wepre
Werrington Lakes Reserve parkrun	-33.755343	150.738658	Australia	parkrunning			https://www.parkrun.com.au/werringtonlakesreserve
West Beach parkrun	-34.939218	138.499643	Australia	parkrunning			https://www.parkrun.com.au/westbeach
West Coast Park parkrun	1.297454	103.762915	Singapore	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.sg/westcoastpark
West End junior parkrun	52.549357	0.084218	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/westend-juniors
West Smethwick junior parkrun	52.496434	-1.990479	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/westsmethwick-juniors
Westbury parkrun	-26.178853	27.970904	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/westbury
Westerfolds junior parkrun	-37.74439	145.13425	Australia	junior parkrunning			https://www.parkrun.com.au/westerfolds-juniors
Westerfolds parkrun	-37.746092	145.133986	Australia	5k Cancellation	2021-06-12	Victorian Government announcement	https://www.parkrun.com.au/westerfolds
Western Springs parkrun	-36.865137	174.720411	New Zealand	parkrunning			https://www.parkrun.co.nz/westernsprings
Westmill parkrun	51.821422	-0.060813	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/westmill
Weston-super-Mare junior parkrun	51.364772	-2.907495	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/westonsupermare-juniors
Westonaria parkrun	-26.326372	27.64311	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/westonaria
Westpark parkrun	48.122967	11.531027	Germany	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.com.de/westpark
Westport parkrun	53.797982	-9.519267	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/westport
Westville parkrun	-29.839606	30.92459	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/westville
Wetherby parkrun	53.925673	-1.392197	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wetherby
Wexford Racecourse parkrun	52.337798	-6.488119	Ireland	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ie/wexfordracecourse
Weymouth junior parkrun	50.627396	-2.449547	United Kingdom	junior Cancellation	2021-06-13	Weymouth Half Marathon will be using Lodmoor Park	https://www.parkrun.org.uk/weymouth-juniors
Weymouth parkrun	50.626728	-2.447398	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/weymouth
Whalan Reserve parkrun	-33.75943	150.79587	Australia	parkrunning			https://www.parkrun.com.au/whalanreserve
Whaley Bridge junior parkrun	53.327225	-1.987771	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/whaleybridge-juniors
Whanganui Riverbank parkrun	-39.946268	175.041195	New Zealand	parkrunning			https://www.parkrun.co.nz/whanganuiriverbank
Whangarei parkrun	-35.734968	174.334078	New Zealand	parkrunning			https://www.parkrun.co.nz/whangarei
Whinlatter Forest parkrun	54.610017	-3.22446	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whinlatterforest
Whistler parkrun	50.120116	-122.947967	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/whistler
Whitby parkrun	43.851043	-78.940558	Canada	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.ca/whitby
White River parkrun	-25.342502	31.007935	South Africa	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.co.za/whiteriver
White Rock parkrun	-27.676652	152.849745	Australia	parkrunning			https://www.parkrun.com.au/whiterock
Whitehaven parkrun	54.524733	-3.573636	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whitehaven
Whitelands Farm junior parkrun	51.89042	-1.176072	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/whitelandsfarm-juniors
Whiteley junior parkrun	50.884963	-1.248179	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whiteley-juniors
Whiteley parkrun	50.885632	-1.247926	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whiteley
Whitemark Wharf parkrun	-40.121659	148.013824	Australia	parkrunning			https://www.parkrun.com.au/whitemarkwharf
Whitfords Nodes parkrun	-31.817129	115.73696	Australia	parkrunning			https://www.parkrun.com.au/whitfordsnodes
Whitley Bay junior parkrun	55.0498	-1.447679	United Kingdom	junior Cancellation	2021-06-13	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whitleybay-juniors
Whitley Bay parkrun	55.048875	-1.448736	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whitleybay
Whitstable junior parkrun	51.364939	1.042448	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/whitstable-juniors
Whitstable parkrun	51.365295	1.041942	United Kingdom	5k Cancellation	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/whitstable
Wickford Memorial parkrun	51.619452	0.535186	United Kingdom	PtR	2021-06-12	COVID-19 (Coronavirus)	https://www.parkrun.org.uk/wickfordmemorial
Wicksteed junior parkrun	52.384064	-0.710759	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/wicksteed-juniors
Widnes junior parkrun	53.37434	-2.730313	United Kingdom	junior parkrunning			https://www.parkrun.org.uk/widnes-juniors
